ダウンロードした時刻：2024/01/3019:23:05

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄
2022/12/20,5.4,8,1,0,1,8,1,快晴,8,1,10.9,8,1,0.8,8,1,0,1,8,1,-4.7,8,1,0.5,0,8,1,晴時々雪一時曇,8,1,-0.3,8,1,-9.3,8,1,25,0,8,1,5.1,8,1,0,1,8,1,晴後時々曇,8,1,9.8,8,1,0.7,8,1,0,1,8,1,0.4,8,1,0.0,8,1,,0,1,8.1,8,1,-5.0,8,1,0,8,1,18.2,8,1,0.0,0,8,1,晴,8,1,20.8,8,1,14.3,8,1,0,1,8,1
2022/12/21,6.5,8,1,0.0,0,8,1,曇後一時晴,8,1,9.9,8,1,2.8,8,1,0,1,8,1,-2.0,8,1,0.0,0,8,1,薄曇一時雪,8,1,0.3,8,1,-4.8,8,1,22,0,8,1,6.3,8,1,1.0,0,8,1,曇,8,1,11.7,8,1,1.2,8,1,0,1,8,1,5.1,8,1,21.5,8,1,,0,1,8.2,8,1,-3.3,8,1,0,8,1,18.9,8,1,20.5,0,8,1,雨時々曇一時晴、雷を伴う,8,1,20.2,8,1,17.3,8,1,0,1,8,1
2022/12/22,7.2,8,1,17.5,0,8,1,雨後晴時々曇,8,1,10.7,8,1,4.1,8,1,0,1,8,1,-0.7,8,1,14.5,0,8,1,晴後曇一時みぞれ,8,1,2.8,8,1,-4.5,8,1,21,0,8,1,8.0,8,1,6.5,0,8,1,曇時々雨後晴,8,1,11.9,8,1,4.1,8,1,0,1,8,1,3.0,8,1,10.0,8,1,,0,1,7.3,8,1,-1.9,8,1,2,8,1,16.3,8,1,0.0,0,8,1,晴後時々曇,8,1,17.5,8,1,14.2,8,1,0,1,8,1
2022/12/23,5.4,8,1,0,1,8,1,快晴,8,1,8.4,8,1,2.2,8,1,0,1,8,1,0.8,8,1,26.0,0,8,1,雪後一時曇,8,1,2.1,8,1,0.2,8,1,25,0,8,1,2.7,8,1,0.0,0,8,1,晴一時雪、あられを伴う,8,1,4.5,8,1,1.9,8,1,0,1,8,1,-1.5,8,1,0.0,8,1,,0,1,0.2,8,1,-2.6,8,1,1,8,1,14.2,8,1,0.0,0,8,1,曇時々雨,8,1,15.2,8,1,13.4,8,1,0,1,8,1
2022/12/24,6.2,8,1,0,1,8,1,快晴,8,1,11.5,8,1,-0.1,8,1,0,1,8,1,2.6,8,1,3.0,0,8,1,曇,8,1,4.0,8,1,0.6,8,1,24,0,8,1,5.1,8,1,0,1,8,1,晴,8,1,9.6,8,1,1.7,8,1,0,1,8,1,-0.6,8,1,0.0,8,1,,0,1,1.3,8,1,-2.6,8,1,0,8,1,14.4,8,1,0.0,0,8,1,曇時々雨一時晴,8,1,16.0,8,1,13.3,8,1,0,1,8,1
2022/12/25,6.9,8,1,0,1,8,1,晴,8,1,13.1,8,1,1.8,8,1,0,1,8,1,1.7,8,1,15.5,0,8,1,雪時々みぞれ、あられを伴う,8,1,3.4,8,1,0.4,8,1,28,0,8,1,6.8,8,1,1.0,0,8,1,晴後一時雨,8,1,11.1,8,1,4.8,8,1,0,1,8,1,2.8,8,1,0.0,8,1,,0,1,6.4,8,1,-0.6,8,1,0,8,1,15.6,8,1,0.0,0,8,1,曇時々晴,8,1,17.4,8,1,13.4,8,1,0,1,8,1
2022/12/26,6.3,8,1,0,1,8,1,晴時々薄曇,8,1,11.4,8,1,1.8,8,1,0,1,8,1,3.1,8,1,0.0,0,8,1,晴時々曇,8,1,5.5,8,1,1.2,8,1,24,0,8,1,6.1,8,1,0.0,0,8,1,曇一時晴,8,1,9.5,8,1,4.2,8,1,0,1,8,1,1.5,8,1,0.0,8,1,,0,1,7.6,8,1,-2.6,8,1,0,8,1,17.0,8,1,0.0,0,8,1,曇,8,1,19.0,8,1,14.9,8,1,0,1,8,1
2022/12/27,6.8,8,1,0,1,8,1,快晴,8,1,12.3,8,1,2.0,8,1,0,1,8,1,1.5,8,1,1.0,0,8,1,曇時々雪一時晴,8,1,3.8,8,1,0.1,8,1,23,0,8,1,7.5,8,1,0,1,8,1,晴後一時曇,8,1,11.1,8,1,3.7,8,1,0,1,8,1,1.3,8,1,0.0,8,1,,0,1,9.8,8,1,-4.6,8,1,0,8,1,17.1,8,1,0.0,0,8,1,曇時々晴,8,1,18.7,8,1,15.1,8,1,0,1,8,1
2022/12/28,6.5,8,1,0,1,8,1,晴時々曇,8,1,11.9,8,1,2.8,8,1,0,1,8,1,0.8,8,1,0.5,0,8,1,晴後曇一時みぞれ,8,1,5.1,8,1,-1.9,8,1,22,0,8,1,7.0,8,1,0,1,8,1,晴,8,1,11.8,8,1,1.7,8,1,0,1,8,1,1.7,8,1,0.0,8,1,,0,1,8.4,8,1,-3.8,8,1,0,8,1,18.3,8,1,0.0,0,8,1,晴,8,1,21.6,8,1,14.8,8,1,0,1,8,1
2022/12/29,8.1,8,1,0,1,8,1,快晴,8,1,13.7,8,1,2.9,8,1,0,1,8,1,-2.3,8,1,4.0,0,8,1,雪時々曇一時晴,8,1,-0.4,8,1,-3.6,8,1,29,0,8,1,8.1,8,1,0,1,8,1,晴,8,1,11.0,8,1,5.6,8,1,0,1,8,1,1.7,8,1,0.0,8,1,,0,1,7.8,8,1,-2.6,8,1,0,8,1,19.0,8,1,9.0,0,8,1,曇,8,1,21.4,8,1,17.5,8,1,0,1,8,1
2022/12/30,6.6,8,1,0,1,8,1,曇後晴,8,1,11.8,8,1,2.8,8,1,0,1,8,1,-1.8,8,1,0.0,0,8,1,晴一時雪,8,1,0.4,8,1,-4.1,8,1,29,0,8,1,6.5,8,1,0,1,8,1,晴,8,1,10.5,8,1,2.1,8,1,0,1,8,1,1.1,8,1,0.0,8,1,,0,1,7.2,8,1,-3.6,8,1,0,8,1,16.4,8,1,36.0,0,8,1,雨一時曇,8,1,17.7,8,1,15.7,8,1,0,1,8,1
2022/12/31,5.7,8,1,0,1,8,1,曇後晴,8,1,10.5,8,1,3.1,8,1,0,1,8,1,0.3,8,1,0.0,0,8,1,曇一時晴,8,1,2.6,8,1,-2.4,8,1,26,0,8,1,7.2,8,1,0,1,8,1,晴,8,1,11.7,8,1,2.5,8,1,0,1,8,1,1.5,8,1,0.0,8,1,,0,1,7.6,8,1,-3.4,8,1,0,8,1,17.2,8,1,0.0,0,8,1,曇一時晴,8,1,19.7,8,1,15.8,8,1,0,1,8,1
