ダウンロードした時刻：2024/01/3023:37:52

,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2020/12/20,-6.6,8,1,4.5,0,8,1,雪一時晴,8,1,-3.3,8,1,-9.3,8,1,13,0,8,1,5.5,8,1,0.0,0,8,1,曇時々晴,8,1,8.0,8,1,2.0,8,1,0,1,8,1,0.1,8,1,0.0,8,1,,0,1,6.1,8,1,-5.4,8,1,0,8,1,16.9,8,1,0.0,0,8,1,曇,8,1,19.4,8,1,16.4,8,1,0,1,8,1,4.4,8,1,0,1,8,1,晴,8,1,9.4,8,1,-0.6,8,1,0,1,8,1
2020/12/21,-3.1,8,1,0,1,8,1,晴時々曇,8,1,0.4,8,1,-9.3,8,1,11,0,8,1,6.3,8,1,0,1,8,1,晴,8,1,10.4,8,1,2.1,8,1,0,1,8,1,1.6,8,1,0.0,8,1,,0,1,6.7,8,1,-3.0,8,1,0,8,1,16.5,8,1,2.5,0,8,1,雨時々曇,8,1,17.8,8,1,15.4,8,1,0,1,8,1,5.3,8,1,0,1,8,1,快晴,8,1,11.2,8,1,0.1,8,1,0,1,8,1
2020/12/22,0.8,8,1,0,1,8,1,晴後曇,8,1,3.3,8,1,-2.3,8,1,9,0,8,1,7.4,8,1,0.0,0,8,1,晴,8,1,11.6,8,1,2.1,8,1,0,1,8,1,1.4,8,1,0.0,8,1,,0,1,7.8,8,1,-3.8,8,1,0,8,1,19.4,8,1,0.0,0,8,1,晴一時曇,8,1,22.7,8,1,16.4,8,1,0,1,8,1,5.6,8,1,0,1,8,1,晴,8,1,11.7,8,1,0.5,8,1,0,1,8,1
2020/12/23,1.3,8,1,0,1,8,1,晴時々曇,8,1,4.8,8,1,-2.5,8,1,8,0,8,1,8.2,8,1,0,1,8,1,晴後薄曇,8,1,12.4,8,1,4.1,8,1,0,1,8,1,2.7,8,1,0.0,8,1,,0,1,11.0,8,1,-3.8,8,1,0,8,1,19.6,8,1,41.5,0,8,1,雨時々晴一時曇,8,1,22.6,8,1,17.1,8,1,0,1,8,1,7.7,8,1,0,1,8,1,快晴,8,1,14.1,8,1,1.2,8,1,0,1,8,1
2020/12/24,2.3,8,1,1.0,0,8,1,雨時々晴,8,1,7.3,8,1,-1.1,8,1,7,0,8,1,7.2,8,1,1.5,0,8,1,曇後雨,8,1,9.3,8,1,4.9,8,1,0,1,8,1,6.2,8,1,7.0,8,1,,0,1,9.5,8,1,2.2,8,1,0,8,1,20.1,8,1,11.0,0,8,1,雨時々曇一時晴,8,1,22.2,8,1,18.0,8,1,0,1,8,1,8.0,8,1,0,1,8,1,曇一時晴,8,1,12.9,8,1,2.6,8,1,0,1,8,1
2020/12/25,-1.2,8,1,3.0,0,8,1,晴時々雪,8,1,1.5,8,1,-4.1,8,1,11,0,8,1,8.3,8,1,0,1,8,1,晴,8,1,12.2,8,1,5.8,8,1,0,1,8,1,3.2,8,1,0.0,8,1,,0,1,7.0,8,1,-2.8,8,1,0,8,1,18.6,8,1,0.5,0,8,1,曇後晴,8,1,20.6,8,1,16.6,8,1,0,1,8,1,8.7,8,1,0,1,8,1,晴,8,1,14.0,8,1,4.7,8,1,0,1,8,1
2020/12/26,-5.3,8,1,4.5,0,8,1,雪時々曇一時晴,8,1,-2.9,8,1,-7.1,8,1,16,0,8,1,7.4,8,1,0,1,8,1,薄曇後晴,8,1,11.0,8,1,4.2,8,1,0,1,8,1,0.3,8,1,0.0,8,1,,0,1,9.3,8,1,-4.8,8,1,0,8,1,18.6,8,1,0,1,8,1,晴,8,1,21.3,8,1,15.9,8,1,0,1,8,1,6.4,8,1,0,1,8,1,晴,8,1,11.8,8,1,1.5,8,1,0,1,8,1
2020/12/27,-3.7,8,1,0.0,0,8,1,晴後曇,8,1,-1.3,8,1,-7.1,8,1,14,0,8,1,7.6,8,1,0.5,0,8,1,晴時々曇,8,1,12.5,8,1,3.1,8,1,0,1,8,1,4.9,8,1,5.5,8,1,,0,1,12.3,8,1,-3.9,8,1,0,8,1,21.2,8,1,2.5,0,8,1,晴後曇,8,1,24.7,8,1,17.0,8,1,0,1,8,1,7.8,8,1,0,1,8,1,曇後晴,8,1,12.7,8,1,3.4,8,1,0,1,8,1
2020/12/28,-3.2,8,1,2.0,0,8,1,雪時々曇一時晴,8,1,-0.8,8,1,-5.0,8,1,16,0,8,1,9.0,8,1,4.5,0,8,1,晴一時雨,8,1,13.2,8,1,6.2,8,1,0,1,8,1,9.3,8,1,1.5,8,1,,0,1,14.5,8,1,3.8,8,1,0,8,1,20.9,8,1,1.0,0,8,1,曇一時雨,8,1,22.7,8,1,18.3,8,1,0,1,8,1,8.5,8,1,0.0,0,8,1,曇後晴,8,1,13.5,8,1,6.2,8,1,0,1,8,1
2020/12/29,-4.2,8,1,0.0,0,8,1,薄曇時々雪,8,1,-2.0,8,1,-7.6,8,1,15,0,8,1,8.9,8,1,0,1,8,1,薄曇後時々晴,8,1,13.3,8,1,4.7,8,1,0,1,8,1,8.4,8,1,2.0,8,1,,0,1,16.8,8,1,-0.5,8,1,0,8,1,21.7,8,1,17.0,0,8,1,曇時々雨,8,1,24.1,8,1,19.9,8,1,0,1,8,1,8.7,8,1,0,1,8,1,薄曇一時晴,8,1,13.1,8,1,4.3,8,1,0,1,8,1
2020/12/30,-7.2,8,1,2.5,0,8,1,曇時々雪後一時晴,8,1,-4.5,8,1,-11.1,8,1,21,0,8,1,7.4,8,1,12.0,0,8,1,晴時々曇一時雨,8,1,12.4,8,1,2.4,8,1,0,1,8,1,1.7,8,1,27.0,8,1,,0,1,13.8,8,1,-3.6,8,1,1,8,1,15.8,8,1,4.5,0,8,1,雨時々曇,8,1,21.2,8,1,11.3,8,1,0,1,8,1,6.9,8,1,1.5,0,8,1,曇一時雨,8,1,12.3,8,1,2.7,8,1,0,1,8,1
2020/12/31,-9.3,8,1,1.0,0,8,1,曇一時雪後晴,8,1,-4.3,8,1,-12.6,8,1,18,0,8,1,3.7,8,1,0.0,0,8,1,晴,8,1,6.8,8,1,1.9,8,1,0,1,8,1,-1.9,8,1,0.0,8,1,,0,1,0.8,8,1,-4.4,8,1,0,8,1,12.5,8,1,1.5,0,8,1,雨時々曇一時晴,8,1,14.6,8,1,10.6,8,1,0,1,8,1,3.4,8,1,0,1,8,1,晴,8,1,7.6,8,1,-0.2,8,1,0,1,8,1
